Point,SiO2,TiO2,Al2O3,FeOT,MnO,MgO,CaO,BaO,SrO,PbO,Na2O,K2O,Rb2O,Total
1,40.6823,0.0,0.0,0.0,0.0,59.3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
